list,expression,order,item,firstDisplay,secondDisplay,English,Hindi,tense,half,cond,grammaticalRole,gender,target,location,competitor,target_hindi,target_translations,competitor_hindi,competitor_translations,CompID,expTrials,recordingName
7,pronoun,106,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List7_Order106_Item_33_Cond1_Exp_pronoun_Tense_simple
8,pronoun,106,33,33_2.jpg,33_2_m.jpg,The m-student above the fairy is standing on number 1.,परी के ऊपर वाला छात्र नंबर 1 पर खड़ा है ।,forstanding,2,2,subject,mismatch,1,above,4,chhatr,m-student,parii,fairy,5,Y,Y_List8_Order106_Item_33_Cond2_Exp_pronoun_Tense_forstanding
1,noun,107,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,2,9,9,9,4,,1,,tap,,,,N,N_List1_Order107_Item_x31_Cond9_Exp_noun_Tense_
2,noun,107,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,2,9,9,9,4,,1,,tap,,,,N,N_List2_Order107_Item_x31_Cond9_Exp_noun_Tense_
3,pronoun,107,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,2,9,9,9,4,,1,,tap,,,,N,N_List3_Order107_Item_x31_Cond9_Exp_pronoun_Tense_
4,pronoun,107,x31,x31.jpg,x31_m.jpg,"the tap is on number 4, below the balloon","नल नंबर 4 पर है, गुब्बारे के नीचे ।",,2,9,9,9,4,,1,,tap,,,,N,N_List4_Order107_Item_x31_Cond9_Exp_pronoun_Tense_
5,noun,107,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,2,9,9,,,4,,turtle,,,,,N,N_List5_Order107_Item_x20_Cond9_Exp_noun_Tense_forstanding
6,noun,107,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,2,9,9,,,4,,turtle,,,,,N,N_List6_Order107_Item_x20_Cond9_Exp_noun_Tense_forstanding
7,pronoun,107,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,2,9,9,9,5,,4,,turtle,,,,N,N_List7_Order107_Item_x20_Cond9_Exp_pronoun_Tense_forstanding
8,pronoun,107,x20,x20.jpg,x20_m.jpg,"the turtle is standing on number 5, and next to it (there) is a stool","कछुआ नंबर 5 पर खड़ा है, और उसके बगल में स्टूल है ।",forstanding,2,9,9,9,5,,4,,turtle,,,,N,N_List8_Order107_Item_x20_Cond9_Exp_pronoun_Tense_forstanding
1,noun,108,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,2,9,9,9,2,,1,,inch-tape,,,,N,N_List1_Order108_Item_x68_Cond9_Exp_noun_Tense_
2,noun,108,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,2,9,9,9,2,,1,,inch-tape,,,,N,N_List2_Order108_Item_x68_Cond9_Exp_noun_Tense_
3,pronoun,108,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,2,9,9,9,2,,1,,inch-tape,,,,N,N_List3_Order108_Item_x68_Cond9_Exp_pronoun_Tense_
4,pronoun,108,x68,x68.jpg,x68_m.jpg,(there) is an inch tape in the witch-line,चुड़ैल वाली लाइन में एक इंच-टेप है ।,,2,9,9,9,2,,1,,inch-tape,,,,N,N_List4_Order108_Item_x68_Cond9_Exp_pronoun_Tense_
5,noun,108,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,9,2,9,9,,,6,,cat,,,,,N,N_List5_Order108_Item_x28_Cond9_Exp_noun_Tense_9
6,noun,108,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,9,2,9,9,,,6,,cat,,,,,N,N_List6_Order108_Item_x28_Cond9_Exp_noun_Tense_9
7,pronoun,108,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,2,9,9,9,3,,6,,cat,,,,N,N_List7_Order108_Item_x28_Cond9_Exp_pronoun_Tense_
8,pronoun,108,x28,x28.jpg,x28_m.jpg,the cat is above the banana,बिल्ली केले के ऊपर है ।,,2,9,9,9,3,,6,,cat,,,,N,N_List8_Order108_Item_x28_Cond9_Exp_pronoun_Tense_
1,noun,109,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is standing on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर खड़ी है ।,forstanding,2,2,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List1_Order109_Item_16_Cond2_Exp_noun_Tense_forstanding
2,noun,109,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List2_Order109_Item_16_Cond1_Exp_noun_Tense_simple
3,pronoun,109,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is standing on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर खड़ी है ।,forstanding,2,2,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List3_Order109_Item_16_Cond2_Exp_pronoun_Tense_forstanding
4,pronoun,109,16,16_2.jpg,16_2_m.jpg,The younggirl below the MILKMAN is on number 4.,दूधवाले के नीचे वाली बच्ची नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,baccii,younggirl,duudhvaalaa,MILKMAN,24,Y,Y_List4_Order109_Item_16_Cond1_Exp_pronoun_Tense_simple
5,noun,109,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is sitting on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर बैठा है ।,forstanding,2,2,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List5_Order109_Item_36_Cond2_Exp_noun_Tense_forstanding
6,noun,109,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List6_Order109_Item_36_Cond1_Exp_noun_Tense_simple
7,pronoun,109,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is sitting on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर बैठा है ।,forstanding,2,2,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List7_Order109_Item_36_Cond2_Exp_pronoun_Tense_forstanding
8,pronoun,109,36,36_2.jpg,36_2_m.jpg,The tailor below the flowerwoman is on number 4.,फूलवाली के नीचे वाला दर्जी नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,darjii,tailor,fuulvaalii,flowerwoman/florist,9,Y,Y_List8_Order109_Item_36_Cond1_Exp_pronoun_Tense_simple
1,noun,110,x67,x67.jpg,x67_m.jpg,"the tooth powder is standing on number 6, in the same line which has the hunter in it","दन्त मंजन नंबर 6 पर पड़ा है, उसी लाइन में जिसमें शिकारी है ।",forstanding,2,9,9,9,6,,5,,tooth-powder,,,,N,N_List1_Order110_Item_x67_Cond9_Exp_noun_Tense_forstanding
2,noun,110,x67,x67.jpg,x67_m.jpg,"the tooth powder is standing on number 6, in the same line which has the hunter in it","दन्त मंजन नंबर 6 पर पड़ा है, उसी लाइन में जिसमें शिकारी है ।",forstanding,2,9,9,9,6,,5,,tooth-powder,,,,N,N_List2_Order110_Item_x67_Cond9_Exp_noun_Tense_forstanding
3,pronoun,110,x67,x67.jpg,x67_m.jpg,"the tooth powder is standing on number 6, in the same line which has the hunter in it","दन्त मंजन नंबर 6 पर पड़ा है, उसी लाइन में जिसमें शिकारी है ।",forstanding,2,9,9,9,6,,5,,tooth-powder,,,,N,N_List3_Order110_Item_x67_Cond9_Exp_pronoun_Tense_forstanding
4,pronoun,110,x67,x67.jpg,x67_m.jpg,"the tooth powder is standing on number 6, in the same line which has the hunter in it","दन्त मंजन नंबर 6 पर पड़ा है, उसी लाइन में जिसमें शिकारी है ।",forstanding,2,9,9,9,6,,5,,tooth-powder,,,,N,N_List4_Order110_Item_x67_Cond9_Exp_pronoun_Tense_forstanding
5,noun,110,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,9,2,9,9,,,3,,letter,,,,,N,N_List5_Order110_Item_x30_Cond9_Exp_noun_Tense_9
6,noun,110,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,9,2,9,9,,,3,,letter,,,,,N,N_List6_Order110_Item_x30_Cond9_Exp_noun_Tense_9
7,pronoun,110,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,2,9,9,9,2,,3,,letter,,,,N,N_List7_Order110_Item_x30_Cond9_Exp_pronoun_Tense_
8,pronoun,110,x30,x30.jpg,x30_m.jpg,"next to the minister, (there) is a letter on number 2",मंत्री के बगल में एक चिट्ठी पड़ी है नंबर 2 पर ।,,2,9,9,9,2,,3,,letter,,,,N,N_List8_Order110_Item_x30_Cond9_Exp_pronoun_Tense_
1,noun,111,x70,x70.jpg,x70_m.jpg,the notebook is on number 4,कॉपी नंबर 4 पर है ।,,2,9,9,9,4,,,,notebook,,,,N,N_List1_Order111_Item_x70_Cond9_Exp_noun_Tense_
2,noun,111,x70,x70.jpg,x70_m.jpg,the notebook is on number 4,कॉपी नंबर 4 पर है ।,,2,9,9,9,4,,,,notebook,,,,N,N_List2_Order111_Item_x70_Cond9_Exp_noun_Tense_
3,pronoun,111,x70,x70.jpg,x70_m.jpg,the notebook is on number 4,कॉपी नंबर 4 पर है ।,,2,9,9,9,4,,,,notebook,,,,N,N_List3_Order111_Item_x70_Cond9_Exp_pronoun_Tense_
4,pronoun,111,x70,x70.jpg,x70_m.jpg,the notebook is on number 4,कॉपी नंबर 4 पर है ।,,2,9,9,9,4,,,,notebook,,,,N,N_List4_Order111_Item_x70_Cond9_Exp_pronoun_Tense_
5,noun,111,x72,x72.jpg,x72_m.jpg,"the rooster is next to the nest, and also on number 6",मुर्गी घोंसले के बगल में खड़ी है और नंबर 6 पर भी ।,forstanding,2,9,9,,,5,,rooster,,,,,N,N_List5_Order111_Item_x72_Cond9_Exp_noun_Tense_forstanding
6,noun,111,x72,x72.jpg,x72_m.jpg,"the rooster is next to the nest, and also on number 6",मुर्गी घोंसले के बगल में खड़ी है और नंबर 6 पर भी ।,forstanding,2,9,9,,,5,,rooster,,,,,N,N_List6_Order111_Item_x72_Cond9_Exp_noun_Tense_forstanding
7,pronoun,111,x72,x72.jpg,x72_m.jpg,"the rooster is next to the nest, and also on number 6",मुर्गी घोंसले के बगल में खड़ी है और नंबर 6 पर भी ।,forstanding,2,9,9,9,6,,5,,rooster,,,,N,N_List7_Order111_Item_x72_Cond9_Exp_pronoun_Tense_forstanding
8,pronoun,111,x72,x72.jpg,x72_m.jpg,"the rooster is next to the nest, and also on number 6",मुर्गी घोंसले के बगल में खड़ी है और नंबर 6 पर भी ।,forstanding,2,9,9,9,6,,5,,rooster,,,,N,N_List8_Order111_Item_x72_Cond9_Exp_pronoun_Tense_forstanding
1,noun,112,24,24_2.jpg,24_2_m.jpg,The groom below the village-woman is on number 4.,गाँववाली के नीचे वाला दूल्हा नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,duulhaa ,groom,gaaonvaalii,village-woman,36,Y,Y_List1_Order112_Item_24_Cond1_Exp_noun_Tense_simple
2,noun,112,24,24_2.jpg,24_2_m.jpg,The groom below the village-woman is standing on number 4.,गाँववाली के नीचे वाला दूल्हा नंबर 4 पर खड़ा है ।,forstanding,2,2,subject,mismatch,4,below,1,duulhaa ,groom,gaaonvaalii,village-woman,36,Y,Y_List2_Order112_Item_24_Cond2_Exp_noun_Tense_forstanding
3,pronoun,112,24,24_2.jpg,24_2_m.jpg,The groom below the village-woman is on number 4.,गाँववाली के नीचे वाला दूल्हा नंबर 4 पर है ।,simple,2,1,subject,mismatch,4,below,1,duulhaa ,groom,gaaonvaalii,village-woman,36,Y,Y_List3_Order112_Item_24_Cond1_Exp_pronoun_Tense_simple
4,pronoun,112,24,24_2.jpg,24_2_m.jpg,The groom below the village-woman is standing on number 4.,गाँववाली के नीचे वाला दूल्हा नंबर 4 पर खड़ा है ।,forstanding,2,2,subject,mismatch,4,below,1,duulhaa ,groom,gaaonvaalii,village-woman,36,Y,Y_List4_Order112_Item_24_Cond2_Exp_pronoun_Tense_forstanding
5,noun,112,27,27_2.jpg,27_2_m.jpg,The doctor above the princess is on number 1.,राजकुमारी के ऊपर वाला डॉक्टर नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,doctor,doctor,raajkumaarii ,princess,26,Y,Y_List5_Order112_Item_27_Cond1_Exp_noun_Tense_simple
6,noun,112,27,27_2.jpg,27_2_m.jpg,The doctor above the princess is standing on number 1.,राजकुमारी के ऊपर वाला डॉक्टर नंबर 1 पर खड़ा है ।,forstanding,2,2,subject,mismatch,1,above,4,doctor,doctor,raajkumaarii ,princess,26,Y,Y_List6_Order112_Item_27_Cond2_Exp_noun_Tense_forstanding
7,pronoun,112,27,27_2.jpg,27_2_m.jpg,The doctor above the princess is on number 1.,राजकुमारी के ऊपर वाला डॉक्टर नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,doctor,doctor,raajkumaarii ,princess,26,Y,Y_List7_Order112_Item_27_Cond1_Exp_pronoun_Tense_simple
8,pronoun,112,27,27_2.jpg,27_2_m.jpg,The doctor above the princess is standing on number 1.,राजकुमारी के ऊपर वाला डॉक्टर नंबर 1 पर खड़ा है ।,forstanding,2,2,subject,mismatch,1,above,4,doctor,doctor,raajkumaarii ,princess,26,Y,Y_List8_Order112_Item_27_Cond2_Exp_pronoun_Tense_forstanding
1,noun,113,x07,x07.jpg,x07_m.jpg,"the bucket is on number 2, above the mug and the soap","बाल्टी नंबर 2 पर है, मग और साबुन के ऊपर ।",,2,,,,4,,5,,bucket,,,,N,N_List1_Order113_Item_x07_Cond_Exp_noun_Tense_
2,noun,113,x07,x07.jpg,x07_m.jpg,"the bucket is on number 2, above the mug and the soap","बाल्टी नंबर 2 पर है, मग और साबुन के ऊपर ।",,2,,,,4,,5,,bucket,,,,N,N_List2_Order113_Item_x07_Cond_Exp_noun_Tense_
3,pronoun,113,x07,x07.jpg,x07_m.jpg,"the bucket is on number 2, above the mug and the soap","बाल्टी नंबर 2 पर है, मग और साबुन के ऊपर ।",,2,,,,4,,5,,bucket,,,,N,N_List3_Order113_Item_x07_Cond_Exp_pronoun_Tense_
4,pronoun,113,x07,x07.jpg,x07_m.jpg,"the bucket is on number 2, above the mug and the soap","बाल्टी नंबर 2 पर है, मग और साबुन के ऊपर ।",,2,,,,4,,5,,bucket,,,,N,N_List4_Order113_Item_x07_Cond_Exp_pronoun_Tense_
5,noun,113,x59,x59.jpg,x59_m.jpg,"the musician is on number 3, and he is also above the perfume bottle","संगीतकार नंबर 3 पर है, और वह इत्र की शीशी के ऊपर भी है ।",9,2,9,9,,,6,,musician,,,,,N,N_List5_Order113_Item_x59_Cond9_Exp_noun_Tense_9
6,noun,113,x59,x59.jpg,x59_m.jpg,"the musician is on number 3, and he is also above the perfume bottle","संगीतकार नंबर 3 पर है, और वह इत्र की शीशी के ऊपर भी है ।",9,2,9,9,,,6,,musician,,,,,N,N_List6_Order113_Item_x59_Cond9_Exp_noun_Tense_9
7,pronoun,113,x59,x59.jpg,x59_m.jpg,"the musician is on number 3, and he is also above the perfume bottle","संगीतकार नंबर 3 पर है, और वह इत्र की शीशी के ऊपर भी है ।",,2,9,9,9,3,,6,,musician,,,,N,N_List7_Order113_Item_x59_Cond9_Exp_pronoun_Tense_
8,pronoun,113,x59,x59.jpg,x59_m.jpg,"the musician is on number 3, and he is also above the perfume bottle","संगीतकार नंबर 3 पर है, और वह इत्र की शीशी के ऊपर भी है ।",,2,9,9,9,3,,6,,musician,,,,N,N_List8_Order113_Item_x59_Cond9_Exp_pronoun_Tense_
1,noun,114,x61,x61.jpg,x61_m.jpg,"the f-mouse is standing on number 6, next to the plate","चुहिया नंबर 6 पर बैठी है, प्लेट के साथ में ।",forstanding,2,9,9,9,6,,5,,f-mouse,,,,N,N_List1_Order114_Item_x61_Cond9_Exp_noun_Tense_forstanding
2,noun,114,x61,x61.jpg,x61_m.jpg,"the f-mouse is standing on number 6, next to the plate","चुहिया नंबर 6 पर बैठी है, प्लेट के साथ में ।",forstanding,2,9,9,9,6,,5,,f-mouse,,,,N,N_List2_Order114_Item_x61_Cond9_Exp_noun_Tense_forstanding
3,pronoun,114,x61,x61.jpg,x61_m.jpg,"the f-mouse is standing on number 6, next to the plate","चुहिया नंबर 6 पर बैठी है, प्लेट के साथ में ।",forstanding,2,9,9,9,6,,5,,f-mouse,,,,N,N_List3_Order114_Item_x61_Cond9_Exp_pronoun_Tense_forstanding
4,pronoun,114,x61,x61.jpg,x61_m.jpg,"the f-mouse is standing on number 6, next to the plate","चुहिया नंबर 6 पर बैठी है, प्लेट के साथ में ।",forstanding,2,9,9,9,6,,5,,f-mouse,,,,N,N_List4_Order114_Item_x61_Cond9_Exp_pronoun_Tense_forstanding
5,noun,114,x65,x65.jpg,x65_m.jpg,"on number 4, (there) is a cake",नंबर 4 पर एक केक है ।,9,2,9,9,,,,,cake,,,,,N,N_List5_Order114_Item_x65_Cond9_Exp_noun_Tense_9
6,noun,114,x65,x65.jpg,x65_m.jpg,"on number 4, (there) is a cake",नंबर 4 पर एक केक है ।,9,2,9,9,,,,,cake,,,,,N,N_List6_Order114_Item_x65_Cond9_Exp_noun_Tense_9
7,pronoun,114,x65,x65.jpg,x65_m.jpg,"on number 4, (there) is a cake",नंबर 4 पर एक केक है ।,,2,9,9,9,4,,,,cake,,,,N,N_List7_Order114_Item_x65_Cond9_Exp_pronoun_Tense_
8,pronoun,114,x65,x65.jpg,x65_m.jpg,"on number 4, (there) is a cake",नंबर 4 पर एक केक है ।,,2,9,9,9,4,,,,cake,,,,N,N_List8_Order114_Item_x65_Cond9_Exp_pronoun_Tense_
1,noun,115,x73,x73.jpg,x73_m.jpg,(there) are 2 eggs in the painter-line,पेंटर वाली लाइन में दो अंडे हैं ।,,2,9,9,9,2,,1,,eggs,,,,N,N_List1_Order115_Item_x73_Cond9_Exp_noun_Tense_
2,noun,115,x73,x73.jpg,x73_m.jpg,(there) are 2 eggs in the painter-line,पेंटर वाली लाइन में दो अंडे हैं ।,,2,9,9,9,2,,1,,eggs,,,,N,N_List2_Order115_Item_x73_Cond9_Exp_noun_Tense_
3,pronoun,115,x73,x73.jpg,x73_m.jpg,(there) are 2 eggs in the painter-line,पेंटर वाली लाइन में दो अंडे हैं ।,,2,9,9,9,2,,1,,eggs,,,,N,N_List3_Order115_Item_x73_Cond9_Exp_pronoun_Tense_
4,pronoun,115,x73,x73.jpg,x73_m.jpg,(there) are 2 eggs in the painter-line,पेंटर वाली लाइन में दो अंडे हैं ।,,2,9,9,9,2,,1,,eggs,,,,N,N_List4_Order115_Item_x73_Cond9_Exp_pronoun_Tense_
5,noun,115,17,17_2.jpg,17_2_m.jpg,The flowerwoman next to the gardener is on number 5.,माली के साथ वाली फूलवाली नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,next to,6,fuulvaalii,flowerwoman,maalii,gardener,12,Y,Y_List5_Order115_Item_17_Cond1_Exp_noun_Tense_simple
6,noun,115,17,17_2.jpg,17_2_m.jpg,The flowerwoman next to the gardener is sitting on number 5.,माली के साथ वाली फूलवाली नंबर 5 पर बैठी है ।,forstanding,2,2,subject,mismatch,5,next to,6,fuulvaalii,flowerwoman,maalii,gardener,12,Y,Y_List6_Order115_Item_17_Cond2_Exp_noun_Tense_forstanding
7,pronoun,115,17,17_2.jpg,17_2_m.jpg,The flowerwoman next to the gardener is on number 5.,माली के साथ वाली फूलवाली नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,next to,6,fuulvaalii,flowerwoman,maalii,gardener,12,Y,Y_List7_Order115_Item_17_Cond1_Exp_pronoun_Tense_simple
8,pronoun,115,17,17_2.jpg,17_2_m.jpg,The flowerwoman next to the gardener is sitting on number 5.,माली के साथ वाली फूलवाली नंबर 5 पर बैठी है ।,forstanding,2,2,subject,mismatch,5,next to,6,fuulvaalii,flowerwoman,maalii,gardener,12,Y,Y_List8_Order115_Item_17_Cond2_Exp_pronoun_Tense_forstanding
1,noun,116,18,18_2.jpg,18_2_m.jpg,The cleaning woman next to the youngboy is on number 6.,बच्चे के साथ वाली सफ़ाईवाली नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,next to,5,safaiwali,cleaning woman,baccaa,youngboy,39,Y,Y_List1_Order116_Item_18_Cond1_Exp_noun_Tense_simple
2,noun,116,18,18_2.jpg,18_2_m.jpg,The cleaning woman next to the youngboy is standing on number 6.,बच्चे के साथ वाली सफ़ाईवाली नंबर 6 पर खड़ी है ।,forstanding,2,2,subject,mismatch,6,next to,5,safaiwali,cleaning woman,baccaa,youngboy,39,Y,Y_List2_Order116_Item_18_Cond2_Exp_noun_Tense_forstanding
3,pronoun,116,18,18_2.jpg,18_2_m.jpg,The cleaning woman next to the youngboy is on number 6.,बच्चे के साथ वाली सफ़ाईवाली नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,next to,5,safaiwali,cleaning woman,baccaa,youngboy,39,Y,Y_List3_Order116_Item_18_Cond1_Exp_pronoun_Tense_simple
4,pronoun,116,18,18_2.jpg,18_2_m.jpg,The cleaning woman next to the youngboy is standing on number 6.,बच्चे के साथ वाली सफ़ाईवाली नंबर 6 पर खड़ी है ।,forstanding,2,2,subject,mismatch,6,next to,5,safaiwali,cleaning woman,baccaa,youngboy,39,Y,Y_List4_Order116_Item_18_Cond2_Exp_pronoun_Tense_forstanding
5,noun,116,x34,x34.jpg,x34_m.jpg,"the shopkeeper is on number 3, above the football player and the guava","दुकानदार नंबर 3 पर है, फुटबॉल खिलाड़ी और अमरुद के ऊपर ।",9,2,9,9,,,6,,shopkeeper,,,,,N,N_List5_Order116_Item_x34_Cond9_Exp_noun_Tense_9
6,noun,116,x34,x34.jpg,x34_m.jpg,"the shopkeeper is on number 3, above the football player and the guava","दुकानदार नंबर 3 पर है, फुटबॉल खिलाड़ी और अमरुद के ऊपर ।",9,2,9,9,,,6,,shopkeeper,,,,,N,N_List6_Order116_Item_x34_Cond9_Exp_noun_Tense_9
7,pronoun,116,x34,x34.jpg,x34_m.jpg,"the shopkeeper is on number 3, above the football player and the guava","दुकानदार नंबर 3 पर है, फुटबॉल खिलाड़ी और अमरुद के ऊपर ।",,2,9,9,9,3,,6,,shopkeeper,,,,N,N_List7_Order116_Item_x34_Cond9_Exp_pronoun_Tense_
8,pronoun,116,x34,x34.jpg,x34_m.jpg,"the shopkeeper is on number 3, above the football player and the guava","दुकानदार नंबर 3 पर है, फुटबॉल खिलाड़ी और अमरुद के ऊपर ।",,2,9,9,9,3,,6,,shopkeeper,,,,N,N_List8_Order116_Item_x34_Cond9_Exp_pronoun_Tense_
1,noun,117,x74,x74.jpg,x74_m.jpg,"on number 4, (there) is a salt-shaker",नंबर 4 पर नमकदानी है ।,,2,9,9,9,4,,,,salt-shaker,,,,N,N_List1_Order117_Item_x74_Cond9_Exp_noun_Tense_
2,noun,117,x74,x74.jpg,x74_m.jpg,"on number 4, (there) is a salt-shaker",नंबर 4 पर नमकदानी है ।,,2,9,9,9,4,,,,salt-shaker,,,,N,N_List2_Order117_Item_x74_Cond9_Exp_noun_Tense_
3,pronoun,117,x74,x74.jpg,x74_m.jpg,"on number 4, (there) is a salt-shaker",नंबर 4 पर नमकदानी है ।,,2,9,9,9,4,,,,salt-shaker,,,,N,N_List3_Order117_Item_x74_Cond9_Exp_pronoun_Tense_
4,pronoun,117,x74,x74.jpg,x74_m.jpg,"on number 4, (there) is a salt-shaker",नंबर 4 पर नमकदानी है ।,,2,9,9,9,4,,,,salt-shaker,,,,N,N_List4_Order117_Item_x74_Cond9_Exp_pronoun_Tense_
5,noun,117,x19,x19.jpg,x19_m.jpg,"the bee is number 1, above the snake charmer and the dessert","मधुमक्खी नंबर 1 पर उड़ रही है, सपेरे और लड्डुओं के ऊपर ।",forstanding,2,9,9,,,4,,bee,,,,,N,N_List5_Order117_Item_x19_Cond9_Exp_noun_Tense_forstanding
6,noun,117,x19,x19.jpg,x19_m.jpg,"the bee is number 1, above the snake charmer and the dessert","मधुमक्खी नंबर 1 पर उड़ रही है, सपेरे और लड्डुओं के ऊपर ।",forstanding,2,9,9,,,4,,bee,,,,,N,N_List6_Order117_Item_x19_Cond9_Exp_noun_Tense_forstanding
7,pronoun,117,x19,x19.jpg,x19_m.jpg,"the bee is number 1, above the snake charmer and the dessert","मधुमक्खी नंबर 1 पर उड़ रही है, सपेरे और लड्डुओं के ऊपर ।",forstanding,2,9,9,9,1,,4,,bee,,,,N,N_List7_Order117_Item_x19_Cond9_Exp_pronoun_Tense_forstanding
8,pronoun,117,x19,x19.jpg,x19_m.jpg,"the bee is number 1, above the snake charmer and the dessert","मधुमक्खी नंबर 1 पर उड़ रही है, सपेरे और लड्डुओं के ऊपर ।",forstanding,2,9,9,9,1,,4,,bee,,,,N,N_List8_Order117_Item_x19_Cond9_Exp_pronoun_Tense_forstanding
1,noun,118,x80,x80.jpg,x80_m.jpg,the hibiscus flower is next to the chemist,केमिस्ट के बगल में गुड़हल का फूल पड़ा है ।,forstanding,2,9,9,9,5,,6,,hibiscus,,,,N,N_List1_Order118_Item_x80_Cond9_Exp_noun_Tense_forstanding
2,noun,118,x80,x80.jpg,x80_m.jpg,the hibiscus flower is next to the chemist,केमिस्ट के बगल में गुड़हल का फूल पड़ा है ।,forstanding,2,9,9,9,5,,6,,hibiscus,,,,N,N_List2_Order118_Item_x80_Cond9_Exp_noun_Tense_forstanding
3,pronoun,118,x80,x80.jpg,x80_m.jpg,the hibiscus flower is next to the chemist,केमिस्ट के बगल में गुड़हल का फूल पड़ा है ।,forstanding,2,9,9,9,5,,6,,hibiscus,,,,N,N_List3_Order118_Item_x80_Cond9_Exp_pronoun_Tense_forstanding
4,pronoun,118,x80,x80.jpg,x80_m.jpg,the hibiscus flower is next to the chemist,केमिस्ट के बगल में गुड़हल का फूल पड़ा है ।,forstanding,2,9,9,9,5,,6,,hibiscus,,,,N,N_List4_Order118_Item_x80_Cond9_Exp_pronoun_Tense_forstanding
5,noun,118,x14,x14.jpg,X14_m.jpg,The comb is on Number 3.,कंघी नंबर 3 पर है ।,,2,,,,,,,comb,,,,,N,N_List5_Order118_Item_x14_Cond_Exp_noun_Tense_
